"customer_id","OrderDate","Product","Quantity","OrderValue","Discount","Status"
1229,"2026-02-17","Keyboard",3,567.69,"0.15","CANCELLED"
9271,"2025/05/27","Tablet",4,530.65,"5%","Refunded"
1113,"20-Apr-2026","phone",4,872.83,"0.15","Refunded"
9785,"2024/02/28","Printer",3,1044.84,"0.15","Pending"
1066,"19/04/2025","Chair",1,745.53,"10%","Cancelled"
1133,"26 Mar 2025","Monitor",6,321.62,"5%","complete"
1007,"11 Mar 2025","Phone",5,519.22,"0","Refunded"
1103,"03-03-2025","Chair",2,1020.81,"0","Cancelled"
1157,"2025/02/09","Keyboard",6,189.92,"0","Complete"
1085,"09/07/2025","Monitor",3,1415.53,"20","Cancelled"
1215,"2025-03-07","Chair",4,257.63,"10%","Complete"
9160,"11/05/2026","Webcam",2,1346.03,"10%","Pending"
1136,"07/08/2025","Webcam",5,35.18,"0","Cancelled"
1030,"2024/01/15","Router",4,933.52,"0","Refunded"
1131,"","Laptop",6,918.14,"20","Complete"
9552,"2025/01/26","Desk",1,949.73,"","Refunded"
1180,"26/03/2026"," Phone",4,662.49,"","Pending"
1203,"24/08/2025","Webcam",2,998.33,"0.15","Cancelled"
1072,"2026-05-24","Printer",2,1111.58,"5%","Refunded"
1165,"01-Jan-2024","Mouse",1,1225.11,"N/A","Pending"
1043,"","Headphones",5,918.33,"10%","Complete"
1013,"2024-08-18","Laptop",6,978.83,"N/A","Complete"
1108,"11-Oct-2024","Tablet",2,388.01,"0","Pending"
1165,"2024/11/13","Chair",6,1094.38,"0.15","Pending"
1204,"23-10-2025","Printer",4,427.16,"","Cancelled"
1002,"30 May 2024","Laptop",6,1109.92,"0","refunded"
1017,"09 Mar 2026","Tablet",5,154.12,"N/A","Refunded"
1028,"NULL","Keyboard",1,889.24,"","Complete "
1077,"28-Aug-2025","Headphones",3,337.41,"20","Cancelled"
1043,"2026-03-15","Router",4,1148.92,"10%","complete"
9053,".","Desk",6,1489.23,"0.15","Cancelled"
1017,"10-05-2025","Headphones",4,789.36,"","Pending"
1064,"2026/03/04","Laptop",6,1126.43,"0","Refunded"
1177,"22-Apr-2024","Router",5,1267.65,"10%","Refunded"
1177,"2024-03-30","Laptop",1,170.91,"","Complete"
1112,"03-01-2024","Desk",5,508.01,"0","refunded"
1006,"2025-10-21","Headphones",2,30.06,"0.15","Pending"
1196,"07-Sep-2025"," Headphones",4,869.47,"0.15","pending"
1138,"N/A","Phone",5,412.92,"","Refunded"
1002,"21-05-2024","Printer",5,774.29,"10%","cancelled"
9893,"23-May-2024","Mouse",3,1033.23,"0.15","Refunded "
1034,"25/08/2025","Webcam",6,220.65,"","Complete"
1044,"2025/12/20","Keyboard",1,922.1,"0.15","Cancelled"
9329,"20-Dec-2024","Mouse",6,1328.21,"5%","Complete"
1106,"30/03/2024","Laptop",3,407.81,"N/A","Pending"
1072,"2026-04-28","Phone",6,192.57,"20","Pending"
1099,"Unknown","TABLET",6,378.61,"20","Cancelled"
1090,"18-Feb-2025","Printer",6,1357.07,"0","Complete"
1185,"2024-01-17","Phone",2,919.53,"10%","Pending"
1220,"2025/05/07","Keyboard ",4,222.56,"0.15","Refunded"
1166,"12 Apr 2025"," Webcam",5,1063.18,"5%","Cancelled"
1093,"2025-07-31","Phone",3,252.91,"5%","Cancelled"
1071,"28/09/2024","Desk",2,1497.32,"","Cancelled"
1192,"20-Feb-2026","Desk",2,1209.97,"10%","Refunded"
1225,"07-Nov-2025","Mouse",4,637.37,"5%","Refunded"
1234,"05-01-2026","Mouse",2,706.46,"0","Complete"
1117,"29-09-2025","Chair",2,590.99,"5%","PENDING"
1081,"10-Feb-2024","HEADPHONES",5,58.43,"10%","Refunded"
9036,"2024-01-24","Monitor",1,993.93,"","Pending"
1070,"N/A","Tablet",2,1401.12,"","Pending"
1037,"2025-06-24","Router",5,394.52,"20","Complete"
1200,"03 Oct 2024","Headphones",1,19.56,"10%","Complete"
1131,"08 May 2026","Chair",6,1234.96,"N/A","Pending"
1229,"23-01-2026","Desk",6,374.01,"10%","Refunded "
1001,"2026/02/04","Router",5,156.55,"20","Refunded"
1014,"02-04-2024","Webcam",6,105.68,"20","pending"
1052,"31 Dec 2025","Chair",6,837.89,"20","Complete"
1158,"04 Jun 2024","Desk",3,434.69,"20","Complete"
1043,"NULL","Tablet",5,49.31,"10%","Complete"
1019,"02/04/2024","Laptop",4,807.65,"20","CANCELLED"
9101,"19/10/2025","Headphones",4,1074.69,"20","Complete"
1186,"07 Apr 2024","Tablet",6,560.35,"5%","Refunded"
1202,"2026/02/05","Webcam",2,622.95,"20","Complete"
1010,"04-Feb-2026","Router",4,429.2,"5%","CANCELLED"
1078,"2024/05/11","Router",5,1407.5,"N/A","Pending"
1223,"17 Jun 2024","Unknown",2,658.07,"","Pending"
1200,"2024-02-16","Router",6,222.61,"N/A","Complete"
1061,"06-12-2025","Phone",6,913.09,"10%","Complete"
1060,"2026/04/15","Laptop",6,179.02,"0","pending"
1047,"N/A","Phone",1,302.14,"0","Cancelled"
1139,"2026-03-07","Headphones",5,1363.11,"0","Pending"
1055,"26-06-2024","Tablet",2,38.31,"N/A","Pending"
9146,"15 Dec 2025","Webcam",3,826.39,"0.15","Refunded"
1104,"25-Sep-2025","Phone",2,274.12,"N/A","Complete"
1010,"2025-05-01","Keyboard",1,68.77,"","Complete"
1147,"31/12/2025","Mouse",3,52.36,"10%","Refunded"
1037,"30-Jan-2024","Keyboard",4,1141.13,"0","CANCELLED"
1020,"2026/04/15","Laptop",6,1108.72,"5%","Complete"
1017,"2024/01/10","Chair",5,313.4,"20","Complete"
1030,"27 Mar 2024","Laptop",3,1454.21,"0","Complete"
1135,"03-Mar-2025","Tablet",3,987.98,"10%","PENDING"
1077,"02 Jan 2025","Keyboard",4,197.75,"0.15","Pending"
1187,"13-Apr-2026","Keyboard",6,1280.77,"0.15","Refunded "
1095,"2024-02-01","Laptop",2,290.06,"5%","Refunded "
1141,"20 Nov 2025","Laptop",2,738.77,"","Cancelled "
1179,"14 Nov 2025","Monitor",6,294.06,"N/A","Complete"
1092,"2024-09-18","Printer",4,1091.43,"5%","Complete"
1165,"2025-09-09","Printer",3,1179.3,"20","Refunded"
1028,"21 Dec 2025","Laptop",4,1419.69,"5%","Cancelled"
9624,"2025-05-02","Printer",3,773.63,"","Cancelled "
1026,"11-02-2025","Printer",4,428.25,"20","Pending"
9860,"14-06-2026","Tablet",6,1034.47,"20","CANCELLED"
1245,"2025/02/26","Tablet",2,290.83,"0.15","Pending"
1012,"18-Dec-2025","Keyboard",6,1171.88,"10%","Refunded"
1096,"2025/12/15","Router",1,1099.23,"0.15","Pending"
1246,"07-May-2026","Monitor",5,900.82,"0.15","Refunded"
1178,"2026/03/20","Monitor",6,862.48,"0","Cancelled"
9914,"11-04-2025","Monitor",1,1012.57,"","Complete"
1239,"04/02/2026","",2,883.82,"0","Complete"
1008,"2024/10/29","PRINTER",5,192.53,"5%","Pending "
1145,"2024-04-16","Router",1,1002.83,"0.15","Refunded"
1036,"17-05-2024","Webcam",2,718.29,"0","Refunded"
1131,"2025/03/06","Laptop",3,880.6,"20","Pending"
1096,"04/01/2025","Tablet",4,410.68,"20","Complete"
1118,"18 Jun 2025","Headphones",1,1056.11,"N/A","Refunded"
1189,"18-Feb-2025","Monitor",4,153,"0.15","Complete"
1012,"23/10/2025","Keyboard",6,173.8,"N/A","Cancelled"
1243,"02/06/2026","Laptop",3,190.6,"20","Refunded"
1051,"27 Dec 2025","Phone",5,1005.92,"5%","Complete"
1172,"30-Oct-2025","Desk",6,1240.41,"10%","Cancelled"
1136,"31-Oct-2025","Headphones",4,1463.85,"0","Refunded"
1215,"22-07-2025","Desk",5,154.09,"N/A","Complete"
1105,"12-01-2026","Phone",6,750,"20","Cancelled"
1218,"22 Jan 2025","",3,521.05,"20","Pending"
1063,"05-Aug-2025","Desk",3,513.78,"0.15","Complete"
1059,"16-Jun-2026","Monitor",2,1257.26,"N/A","Refunded"
1189,"N/A","Printer",6,1057.73,"0","Pending"
1119,"2024-07-30","Tablet",4,947.24,"0.15","Cancelled"
1005,"27 Sep 2025","Headphones",2,1352.23,"10%","Refunded"
1051,"2025-02-03","Webcam",5,1116.94,"0.15","Cancelled"
1239,"23/03/2026","Headphones",1,729.68,"0","Complete"
9942,"30 Mar 2026","Laptop",1,948.43,"0.15","Refunded"
1249,"07-Sep-2024","Headphones",1,1056.62,"","Cancelled"
1245,"03 Jan 2025","webcam",6,666.83,"0","complete"
1002,"Unknown","Mouse",6,493.36,"","Cancelled"
1165,"12/03/2026","Router",4,30.73,"0.15","PENDING"
1229,"05 Nov 2024","Phone",5,391.36,"0.15"," Complete"
1086,"17/12/2025","Router",3,414.26,"N/A","Refunded "
1113,"29-01-2026","Chair",4,483.65,"","Refunded"
1174,"14-Mar-2026","Mouse",2,135.24,"0","Pending"
1239,"2026/06/12","Mouse",6,1363.76,"","Refunded"
1047,"05 Nov 2025","Laptop",6,535.5,"0.15","Complete"
1106,"18-02-2024","Chair",1,1408.87,"20","Complete"
1041,"23/03/2026","Desk",4,1470.23,"0.15","Cancelled"
1097,"2025-04-16","Laptop",2,202.04,"5%","Cancelled"
1112,"2025/08/02","Tablet",5,836.9,"0","Pending"
1155,"2025-12-04","TABLET",1,864.96,"N/A","Complete"
1001,"NULL","Desk",4,361.68,"5%","CANCELLED"
1057,"08-Apr-2025","Laptop",4,1009.79,"N/A","Cancelled"
1087,"2026/04/19","Mouse",1,1221.24,"20","Complete"
1143,"2024-03-07","Phone",1,126.55,"N/A","Refunded"
9137,"2024/07/27","Mouse",6,1035.74,"N/A","Complete"
1003,"09/01/2025","Tablet",4,902.91,"10%","Complete"
1059,"2025-02-17","Headphones",1,707.29,"10%"," Refunded"
1085,"27-10-2024","Headphones",1,511.75,"20","Complete"
1182,"25 Nov 2024","TABLET",3,620.85,"N/A","Pending"
1228,"19 Oct 2024","Mouse",1,63.48,"N/A","Pending"
1059,"29 Nov 2025","Keyboard",5,668.82,"0","Refunded"
1046,"01-09-2025","Monitor",3,1150.37,"10%","Refunded"
1154,"2025-12-14","Phone",6,712.58,"N/A","Cancelled"
1244,"04/01/2024","Printer",3,455.99,"5%","Pending"
9433,"09-Dec-2024","Laptop",3,1101,"20","Pending"
1250,"21/10/2025","Laptop",2,109.38,"0.15","Cancelled"
1249,"16 Jun 2026","Router",6,830.68,"0.15","Complete"
1070,"15 Feb 2024","Keyboard",5,1475.12,"0","Refunded"
1101,"09/04/2024","Printer",6,405.16,"","Pending"
1225,"06-04-2024","Printer",1,1185.52,"N/A","Pending"
1192,"25 Aug 2024","Tablet",3,1198.97,"10%","Refunded"
1069,"26-09-2024","Webcam",3,1319.91,"20","Pending"
1119,"15-Apr-2025","Phone",2,371.27,"0","Cancelled"
1103,"07-10-2025","Mouse",3,843.7,"5%"," Cancelled"
1226,"02-08-2024","Desk",1,1358.11,"","Complete"
1112,"2025-12-03","Mouse",4,22.22,"20","Complete"
1190,"28/01/2026","Headphones",5,253.61,"5%","Complete"
1232,"13-04-2026","Keyboard",6,397.14,"","Cancelled"
1027,"05-02-2024","NULL",1,1161.42,"","Pending"
9649,"08-06-2024","mouse",6,115.92,"5%","Refunded"
1223,"02-Dec-2024","Webcam",1,1344.69,"20","Complete"
1017,"20 Jan 2026","Headphones",1,479.29,"5%","Complete"
1043,"31/07/2024","Printer",6,1334.88,"","Refunded"
1162,"01 Mar 2026","Chair",1,917.05,"0.15","refunded"
1027,"08-Apr-2025","Router",4,688.47,"N/A","Pending"
1241,"2024-12-29","Router",4,1055.35,"N/A","Pending"
1101,"01/03/2024","Keyboard",3,1135.84,"20","Cancelled"
1201,"26 Jan 2025","Webcam",3,796.43,"5%","Complete"
1187,"13/04/2026","Keyboard",2,34.25,"0","Pending"
1187,"09/05/2025","Printer",2,124.32,"0.15","Refunded"
1194,"10-05-2025","Mouse",4,1010.63,"0.15","Complete"
1033,"2026/02/02","Desk",5,1080.99,"5%","Complete"
1206,"2024/10/17","Printer",6,690.17,"0","Complete"
1056,"16-06-2026","Webcam",6,342.95,"0.15","Cancelled"
1168,"28/12/2024","Tablet",4,1091.28,"","Cancelled"
1178,"2024-06-09",".",1,36.17,"0.15","Pending"
1040,"28-Jan-2025","Printer",1,819.52,"N/A","Refunded"
1209,"2025/12/23","Desk",3,131.18,"0.15","Pending"
1165,"27/02/2024","Router",5,1354.43,"10%","Refunded"
1142,"18-Dec-2024","Phone",3,1180.44,"0","Pending"
1186,"28/05/2026","Desk",5,654.05,"0","Refunded"
1027,"03-03-2024","Monitor",5,924.94,"N/A","Pending"
1023,"11-May-2024","HEADPHONES",1,1154.98,"0.15","Cancelled"
1166,"30 May 2024","Keyboard",2,330.49,"0","Refunded"
1071,"2024-09-14","Monitor",1,692.13,"0.15","Complete"
1223,"20 Mar 2026","Headphones",5,10.14,"0.15","Pending"
1154,"2024/04/05","Printer",1,1118.58,"20","Complete"
1093,"13-09-2024","Phone",2,1091.68,"0","Pending"
1171,"11-08-2024","Phone",6,172.58,"20","Complete"
9379,"2024-03-01","Tablet",2,1075.12,"10%"," Pending"
1048,"11-07-2024","Webcam",3,1094.62,"0.15","Refunded"
1102,"2024-04-13","Headphones",6,646.19,"0","Cancelled "
1199,"17-08-2025","Headphones",6,529.15,"5%","Pending"
1035,"2024/02/09","Mouse",2,345.71,"0","cancelled"
1218,"01-04-2024","Desk",5,983.73,"","Refunded"
1007,"17/02/2025","Phone",3,125.02,"0","Complete"
9937,"Unknown","Laptop",2,294.14,"0","Refunded"
1082,"2025-06-28","Webcam",4,431.09,"20","COMPLETE"
1083,"2026/03/26","Desk",5,1061.89,"0","Pending"
1028,"22/11/2024","Webcam",6,538.2,"5%","cancelled"
1047,"NULL","Headphones",3,1497.93,"5%","Cancelled"
1179,"11/01/2026","Desk",3,270.68,"10%","Cancelled"
1113,"05/10/2024","Printer",3,1408.04,"20","Pending"
1188,"07/12/2024","Laptop",6,226.11,"20","Cancelled"
1121,"16-11-2025","Desk",1,1256.46,"N/A","Cancelled"
1192,"16 Mar 2025","Keyboard",2,1286.98,"N/A","Cancelled"
1196,"09-Sep-2024","Keyboard",3,409.25,"N/A","Complete"
1178,"08-Aug-2025","Webcam",3,455.83,"0","Cancelled"
1020,"2025-12-25","Laptop",3,944.76,"","Pending"
1166,"17-May-2026","Tablet",3,955.66,"0"," Pending"
1198,"21-07-2024","Desk",4,661.27,"10%","Cancelled"
1081,"13-02-2024","Laptop",3,907.43,"","Complete"
1164,"13/10/2025","Webcam",2,45.11,"","Cancelled"
1081,"17 Apr 2026","Phone",6,1007.85,"0.15","Cancelled"
1176,"22-May-2025","Keyboard",2,613.6,"0","Cancelled"
1122,"2025/08/03","Printer",1,474.12,"N/A","cancelled"
1008,"2024-05-04","Webcam",2,569.94,"","Cancelled "
1212,"28-Nov-2025","Phone",5,1077.98,"N/A","Refunded"
9601,"16 Jul 2025","Router",3,701.79,"10%","Cancelled"
1088,"2024/01/09","Printer",6,840.07,"0","COMPLETE"
1215,"28-Jan-2024","chair",6,453.07,"20","Pending"
1058,"Unknown"," Keyboard",3,1329.67,"5%","Complete"
1153,"01-Nov-2024","Desk",3,1116.69,"10%","Complete"
1219,"11-Feb-2024","Router",3,839.72,"0","Pending"
1103,"05/08/2024","Printer",2,1459,"5%","complete"
1146,"24/12/2025","Desk",4,367.91,"10%","Pending"
9091,".","LAPTOP",1,1315.37,"0","Pending"
9771,"2025-11-08","Desk",4,1422.67,"20","Cancelled"
1136,"08-Nov-2024","Chair",2,1120.69,"5%","Cancelled"
9241,"22-Apr-2026",".",1,593.76,"5%","Cancelled"
9711,"26/11/2024","Webcam",6,787.72,"20","Complete"
1099,"2025-06-15","Tablet",4,864.47,"20","Complete"
1136,"29/11/2024","Headphones",6,799.97,"5%","Refunded"
1197,"28 Dec 2025","Laptop",5,1421.5,"5%","Refunded"
1164,"09/02/2025","Webcam",1,1315.94,"10%","Complete"
1073,"","",3,938.44,"20","Pending"
1191,"10-Dec-2025"," Desk",5,1351.03,"20","Pending"
9167,"11-02-2025","Mouse",6,1134.49,"0.15","PENDING"
1232,"02-11-2024","Keyboard",4,422.65,"","Refunded"
1084,"","Chair",4,21.5,"20","Complete"
1061,"20 Jan 2025","Phone",2,1245.05,"0","Complete"
1245,"02/10/2024"," Chair",5,173.37,"10%","Complete"
1234,"2024/05/20","Chair",4,186.39,"5%","Complete"
1106,"16/12/2025","Desk",3,243.68,"5%","Cancelled"
9376,"29-Oct-2024","Mouse",4,183.59,"0","Refunded"
9382,"07 Apr 2024","Tablet",4,912.47,"5%"," Pending"
1034,"15-Apr-2025","Monitor",6,1417.65,"10%","Pending"
1168,"01 Mar 2024","Router",1,1107.13,"5%","Pending"
1238,"30/11/2025","Printer",5,776.95,"10%","Refunded"
9407,"01-Aug-2024","Webcam",2,131.26,"0","Cancelled"
1085,"2026-02-12","Phone",3,775.08,"20","Complete"
1108,"20-Mar-2024","Monitor",5,1187.36,"","Cancelled"
1128,"17/04/2025","Phone ",2,1255.96,"0.15","Cancelled"
1084,"18-04-2025","Headphones",2,1499.59,"10%","Pending"
1013,"26-Apr-2026","Chair",6,638.85,"","Refunded"
9784,".","Tablet",5,1272.66,"0","Cancelled"
1041,"20-Feb-2024","Chair",1,305.9,"20","Refunded"
1220,".","Printer",4,284.15,"","Cancelled"
1076,"19 Dec 2025","Printer",1,836.98,"N/A","Cancelled"
1203,"2024/03/02","Unknown",3,182.13,"0","Complete"
1060,"20-09-2024","Desk",3,75.2,"0","COMPLETE"
1186,"26/05/2025","Chair",4,400.42,"","Pending"
1047,"11-02-2026","Phone",1,484.26,"","Refunded"
1215,"29-06-2024","Tablet",1,1417.49,"0","Refunded"
9545,"2024/08/18","Printer",5,662.21,"20","Complete"
9334,"2025-10-19","Desk",1,686.3,"0","Cancelled "
9853,"15-12-2024","Monitor",2,121.11,"","Pending"
1150,"09/04/2025","Webcam",1,566.54,"20","refunded"
1097,"08 Jun 2024","Tablet ",4,864.21,"5%","Pending"
1069,"2025/10/21","Router",2,1288.84,"10%"," Refunded"
1175,"2025-05-07","Webcam",1,355.47,"0"," Cancelled"
1114,"06/09/2024","Printer",5,1436.33,"N/A","Pending"
1175,"12-08-2025","Monitor",5,1302.39,"N/A","Pending"
1134,"2024-11-17","WEBCAM",2,342.85,"20","COMPLETE"
1238,"26-Apr-2024","Webcam",3,590.12,"","Pending"
1101,"20-03-2025","Tablet",4,927.05,"10%","Cancelled"
1093,"01/01/2026","Tablet",3,215.08,"10%","Refunded"
1162,"24/05/2026","Headphones",6,414.38,"0","Pending"
1073,"15 Apr 2025","Desk",3,895.86,"10%","Refunded"
1078,"16/01/2026","Headphones",2,249.59,"0","Cancelled"
1175,"01-12-2025","Laptop",2,723.38,"","Cancelled"
1052,"30 Oct 2025","Phone ",2,1275.61,"","Cancelled"
1031,"2026-04-18","Mouse",5,778.96,"0.15","Cancelled"
1005,"2026/03/01","Phone",4,565.33,"0.15","Complete "
1206,"2024-12-24","Router",3,882.09,"","Complete"
9210,"13-Feb-2026","Router",2,1092.2,"0","Refunded"
1031,"2026/02/25","Desk",3,526.71,"5%","Pending"
1042,"12 May 2026","Router",2,250.04,"10%","Refunded"
1223,"24-10-2024","Chair",4,564.26,"10%","Complete "
1066,"N/A","Phone",2,904.75,"5%","Refunded"
9134,"31-10-2025","Laptop",3,1114.85,"0.15","Cancelled "
1010,"2024/05/29","Keyboard",4,34.98,"N/A","Refunded"
1217,"09-05-2026","Mouse",5,1422.67,"0","Refunded"
1103,"2025-12-01","Monitor",3,204.67,"5%","Cancelled"
1009,"27-05-2025","Laptop",3,50.34,"0","Refunded"
1131,"06 May 2025","Tablet",1,1267.91,"0","Cancelled"
1234,"09-05-2026","Mouse",3,674.6,"","refunded"
1125,"01-Jan-2024","Phone",2,384.83,"0"," Pending"
9316,"03 Nov 2024","Desk",2,1256.2,"0.15","Pending"
1099,"16-Aug-2024","Desk",4,718.11,"5%","Complete"
1224,"28-04-2026","Headphones",2,187.54,"20"," Complete"
1063,"2024/01/01","Webcam",6,190.33,"5%","Cancelled"
1031,"29-Jul-2024","Tablet",2,1318.75,"0","Pending"
1229,"31 Jul 2025","Chair",2,86.32,"0.15","Complete"
1143,"2026/06/07","Printer",6,534.87,"0","Pending"
1004,"02 Nov 2025","Desk",2,627.7,"","Complete"
1032,"30 Jul 2025","Printer",6,1143.07,"10%","Pending"
9194,"2025-02-18","N/A",1,1046,"20","Cancelled"
1111,"21/09/2024","Webcam",3,1395.29,"N/A","Refunded"
1045,"2025/01/17","Mouse",5,254.81,"0.15","Cancelled"
1074,"28/05/2025","Printer",4,1225.19,"0"," Complete"
1113,"22 Jul 2025","Phone",5,835.68,"N/A","Cancelled"
9193,"02-Dec-2025","Mouse",1,1332.65,"0","Pending"
9974,"30-12-2024","Router",6,1408.75,"N/A","Cancelled"
1117,"06 Mar 2024","Keyboard",2,30.31,"20"," Complete"
1092,"2024-01-26","Laptop",3,629.55,"","Refunded"
1234,"24-12-2025","Phone",5,161.15,"5%","Pending"
9330,"28 Apr 2024","Mouse",2,702.47,"5%","CANCELLED"
1018,"2024-05-05"," Chair",4,1082.11,"0.15","Complete"
9096,"30 Jul 2024","Desk",1,698.41,"10%","Cancelled"
1143,"2024-12-30","Printer",1,280,"0","Complete"
1049,"2025-07-29","Router",3,871.05,"","Complete"
1020,"28/02/2024","DESK",4,442.87,"10%","Refunded"
1060,"2024-07-09","Laptop",3,1101.74,"10%","Complete"
1243,"2025-07-10","Keyboard",2,1376.11,"10%","Refunded"
1136,"19-07-2024","Webcam ",3,395.75,"","Refunded"
1039,"10-08-2025","Tablet",4,824.09,"5%","Cancelled"
1116,"05-11-2025"," Phone",1,1149.81,"5%","Complete"
1143,"19 May 2026","Mouse",1,781.93,"10%","pending"
1170,"07 Aug 2024","Chair",4,335.85,"5%","Pending"
1021,"25/06/2025","Mouse",1,610.47,"0"," Complete"
1172,"17-Jan-2025","Phone",3,844.46,"0.15","Cancelled"
1199,"2026/03/08","Webcam",2,92,"20","Pending"
1077,"2025-08-21","Laptop",2,1151.37,"10%"," Refunded"
9760,"21-Apr-2024","Laptop",2,54.72,"0.15","Complete"
1081,"2026/03/13","Router",1,205.41,"0","Pending"
1140,"16-05-2025","Tablet",5,626.57,"0.15","Complete"
1093,"04-05-2026","Router",5,921.77,"","Pending"
1101,"2024-07-24","Webcam",2,961.52,"5%","Pending"
1105,"13-Mar-2025","Monitor ",3,969.17,"10%","Refunded"
1192,"19-11-2025","Mouse",2,149.45,"0.15","Complete"
1131,"22 May 2026","Mouse",3,637.16,"5%","Refunded"
1241,"18-Sep-2025","Monitor",3,62.63,"10%","Cancelled"
1234,"09-03-2026","Keyboard",3,481.63,"0","Cancelled"
1061,"08-Mar-2026","Router",3,1349.41,"10%","complete"
1152,"23-06-2025","Laptop",6,366.47,"","Refunded"
1045,"20-12-2025","Webcam",4,1043.94,"N/A","PENDING"
1137,"2025/11/23","Laptop",5,1339.79,"5%"," Pending"
1108,"22 Jan 2024","Laptop",1,1030.84,"0.15","Pending"
1215,"20-07-2025","Keyboard",6,172.56,"0","Complete"
1167,"2025-06-24",".",5,1232.48,"N/A","Refunded"
1181,"02 Nov 2025","Monitor",1,1053.02,"5%","Complete"
9779,"2024/07/14","Webcam",6,1068.59,"0","Pending"
1223,"09-04-2026","Phone",1,682.94,"0.15","Cancelled"
1074,"03-Jun-2026","Webcam",2,226.94,"20","Complete"
1023,"22/07/2024","Keyboard",1,179.38,"0","Refunded"
1168,"2025/03/26","Webcam",5,1342.62,"10%","Pending"
1174,"14/01/2024","Desk",2,299.83,"","Refunded"
1180,"02-Sep-2024","Tablet",6,160.1,"20","cancelled"
1184,"01/04/2026","MONITOR",5,269.81,"20","Pending"
1030,"2024-04-18","Mouse",2,481.01,"N/A","Cancelled"
1024,"22/04/2025","Monitor",3,1014.53,"0.15","Cancelled"
1183,"09-Jun-2025"," Laptop",6,949.68,"N/A","refunded"
9077,"30 Sep 2024","Chair ",5,593.07,"10%","Complete"
1073,"10-Jan-2025","Webcam",6,919.86,"20","Refunded"
1001,"2025/06/05","Phone",3,1330.06,"5%","Refunded "
1084,"2026/03/08","phone",4,1086.05,"10%","Refunded"
1151,"23-04-2024","Tablet",3,745.33,"20","Pending"
1122,"2024-12-10","Monitor",4,1216.37,"5%","Pending"
1117,"01/12/2024","mouse",1,465.9,"5%","Complete"
9149,"2024-09-25","Mouse",4,321.51,"20","Cancelled"
1023,"03/03/2025","MOUSE",1,449.31,"0.15","Complete"
1219,"27/10/2025","Chair",5,157.47,"","Pending"
1177,"20 Sep 2025","Chair",1,292.53,"10%","Cancelled"
1228,"2025/12/30","Webcam",5,190.97,"","Pending"
1191,"31 May 2024","Tablet",5,718.29,"0.15","Complete"
1178,"12-May-2026","Webcam",5,1078.6,"0.15","Pending"
1143,"2024-06-17","HEADPHONES",3,308.63,"0","Complete"
1034,"2025-11-02","Keyboard",6,489.44,"5%","Complete"
1028,"09/10/2024","Chair",6,723.13,"","Pending"
1216,"2025/04/18","headphones",2,993.65,"0.15","Pending"
1094,"2025-05-14","Router",4,991.81,"10%","Cancelled"
1013,"28 Sep 2025","Desk",6,1323.57,"","Complete"
1137,"08-Feb-2026","Monitor",5,64.5,"N/A","Complete"
9758,"21 Nov 2024",".",6,383.81,"5%","Complete"
