"customer_id","OrderDate","Product","Quantity","OrderValue","Discount","Status"
1022,"20/05/2026","Chair",1,1219.31,"N/A","Pending"
9691,"25/02/2024","Mouse",1,653.02,"20"," Refunded"
1056,"2025-10-23","Desk",4,487.71,"N/A","Pending"
1169,"2024/08/20","Desk",3,224.27,"10%","complete"
1009,"02 Mar 2026"," Printer",1,953.38,"0.15"," Refunded"
1089,"13 Oct 2025","Tablet",2,1488.27,"N/A","Complete "
1199,"30 Aug 2025","Monitor",3,82.34,"N/A","Refunded "
1008,"11/09/2025","Tablet",2,443.87,"N/A","Complete"
1107,"20-05-2026","Desk",1,490.28,"N/A","REFUNDED"
9839,"08-Dec-2025","Desk",4,828.67,"5%","pending"
1009,"2025/02/10","Monitor",5,495.17,"10%","Complete"
1192,"04-Jan-2026","Keyboard",2,924.86,"5%","Pending"
9772,"2025/02/23","Chair",4,342.19,"10%","Refunded"
1148,"05/03/2024","Desk",3,794.59,"5%"," Pending"
1038,"2025-10-27","Desk",2,851.29,"","Cancelled"
1054,"2025-06-01","Keyboard",5,501.97,"20","Refunded"
1140,"2024-09-19","Laptop",5,111.42,"10%","Pending"
1076,"Unknown","Keyboard",5,1365.16,"0","Cancelled "
1210,"2024/07/28","Webcam",2,420.17,"20","Pending"
1198,"2026-01-31","Tablet",6,918.79,"5%","COMPLETE"
1197,"2025-07-17","Tablet",2,520.14,"N/A","Complete"
1188,"2024/02/08","Monitor",1,1276.33,"","Complete"
1113,"23 Sep 2025","Printer",6,1496.15,"0.15","Complete"
9373,"30/09/2024","Webcam",4,784.51,"10%","Refunded"
1234,"08 Jun 2024","DESK",2,1180.56,"","Refunded"
1122,"2026-06-12","Chair",6,335.21,"20","Pending"
1235,"21-10-2024","Router ",1,501.05,"5%","Pending"
1246,"10 Jan 2024","Mouse",1,353.93,"5%","Pending"
9228,"13-10-2024","Desk",2,716.15,"20","Pending"
1049,"02 Oct 2025","Monitor",3,1135.63,"5%","Refunded "
1161,".","Headphones",4,1149.13,"N/A","Complete"
1245,"21 Dec 2025","Desk",6,1241.09,"10%","Refunded"
1089,"18/01/2024","Webcam",4,1131.34,"0","Complete"
1192,"12 Apr 2024","Headphones",4,525.23,"N/A","Refunded"
1174,"2024/03/16","Webcam",4,616.14,"5%","Complete"
1173,"08-04-2024","Chair",2,289.88,"0.15","Pending"
1248,"28/08/2025","Phone",6,789.83,"5%","Refunded"
1159,"25-12-2025","Tablet",3,742.4,"0","Pending"
1179,"18/05/2025","Webcam",6,1282.51,"0","Refunded"
1233,"23/09/2025","Keyboard",1,1466.37,"10%","Cancelled"
1045,"19-Jun-2026","Monitor",6,152.43,"0.15","Complete"
1227,"07-03-2025","Monitor",1,351.79,"N/A","Refunded"
9284,"18 Mar 2026","Chair",5,926.24,"0","Refunded"
1076,"06 Feb 2024","Router",2,271.1,"20","Complete"
1244,"2024/06/15","Keyboard",3,1448.89,"0","Complete"
1188,"02-12-2025","Router",4,1394.18,"10%","Refunded"
1180,"Unknown","Mouse",6,320.59,"5%","Cancelled"
1087,"2026/04/09","Monitor",6,646.66,"0.15","Complete"
1214,"2025/04/03","Webcam",5,1049.57,"0.15","Pending"
1243,"2025-04-21","Chair ",2,1001.09,"","Refunded"
9036,"22/04/2026","Laptop",6,1102.46,"0.15","Pending"
9770,"2025/03/23","Router",4,661.28,"5%","Refunded"
1110,"13/07/2024","N/A",6,1227.48,"0.15","Refunded"
1071,"25-09-2024","Headphones",3,164.45,"0","Cancelled"
9331,"17/05/2024"," Webcam",5,156.84,"5%","Refunded"
1116,"01-Aug-2024","Desk",6,1221.33,"10%","PENDING"
1149,"10/05/2024","Keyboard",6,144.28,"20","Complete"
1193,"06 Sep 2025","CHAIR",2,415.15,"5%","Complete"
1030,"2024-03-01","Monitor",5,276.29,"","Pending"
1003,"2025-11-06","PHONE",3,726.74,"20","Cancelled "
1122,"2026/04/27","Router",5,483.94,"0","Complete"
1079,"18 Apr 2026","Mouse",3,258.83,"10%","Refunded"
9676,"26-05-2026","Printer",5,771.06,"N/A"," Pending"
9540,"08/08/2024","Router",5,143.09,"20","Complete"
1172,"N/A","Keyboard",4,757.7,"0.15","Pending"
9925,"2025-01-02","Headphones",4,1005.15,"0","Pending"
1043,"11 Feb 2024","Chair",3,39.88,"0","Complete"
1199,"14 May 2026","Webcam",4,101.87,"0.15","Refunded"
1015,"10-Apr-2024","Headphones",5,1007.97,"N/A","Cancelled"
1199,"06 Sep 2024","Monitor",5,173.07,"N/A","Pending"
1225,"14-06-2025","Webcam",2,1439.88,"5%","Refunded"
1049,"15-Oct-2024","Keyboard",5,1228.58,"20","Cancelled"
1249,"N/A","Phone",1,120.39,"0.15","Cancelled"
1157,"2026/01/13","Laptop",6,20.36,"10%","Cancelled"
1093,"12-02-2025","Chair",2,934.66,"N/A"," Cancelled"
1152,"16 May 2026","Chair",2,887.67,"0","Refunded"
1037,"25/04/2025","Mouse",5,1258.74,"N/A","Pending"
1181,"15-Jan-2024","Phone",1,924.01,"10%","Cancelled"
1060,"2025-06-12","Headphones",4,927.44,"20","Cancelled "
1124,"2024/07/19","Desk",2,831.51,"N/A","Cancelled"
1187,"2025/09/14","Router",1,330.11,"0.15","Pending"
1168,"17/03/2026","Desk",4,385.61,"10%","Cancelled"
1196,"2026-03-25","Phone",1,412.43,"N/A","Refunded"
1074,"31-Jul-2025","Phone",3,426.08,"10%","Pending"
1013,"15/02/2025","Monitor",6,917.45,"0","Complete"
1073,"05-01-2024","Laptop",6,1427.22,"0","Cancelled"
1189,"12-Mar-2025","Router",5,385.39,"0","Cancelled"
1133,"2024-06-03","Tablet",1,626.84,"0.15"," Complete"
1246,"24-03-2026","Phone",1,1005,"","COMPLETE"
1008,"2024-08-21","Webcam",3,552.14,"0","Cancelled"
1025,"2024-05-15","Desk ",3,1268.51,"0","Refunded"
1052,"01-Sep-2025","Laptop",3,1306.72,"","Pending"
1086,"21 Oct 2025","Chair",4,1450,"10%","Pending"
1005,"24 Apr 2025","Printer",6,769.33,"10%","Pending"
1200,"2024/02/26","Laptop",5,925.15,"20","Complete"
1108,"2025-08-25","Router",5,682.55,"N/A","Cancelled"
1100,"2025/05/07","Laptop",3,1107.88,"0.15","Complete"
1204,"02 Jun 2026","Mouse",5,487.05,"N/A","Refunded"
1145,"2024-02-06","Mouse",5,48.52,"10%","Cancelled"
1220,"2025-09-12","",1,573.09,"","Pending"
9381,"2024/05/28","Desk",2,1116.18,"5%"," Pending"
1106,"24/12/2024","Keyboard",2,1186.79,"10%","Pending"
1223,"2026-06-10","Monitor",2,858.76,"0.15","Complete"
1229,"02-04-2025","Monitor",2,772.78,"N/A","Refunded"
1067,"04-Dec-2024","Tablet",6,1190.7,"0","Cancelled"
1235,"07-Jul-2024","Chair",1,156.73,"0.15","Complete"
1204,"04-11-2025","Webcam",4,197.77,"N/A","Cancelled"
1217,"2025/07/18","Monitor",1,319.95,"0.15","Cancelled"
1187,"30/08/2025","Keyboard",6,1239.16,"20","Refunded"
1083,"26-Jun-2024","Headphones",3,1045.72,"N/A","Pending"
1143,"18 Jan 2025","Chair",3,527.48,"5%","Refunded"
9256,"15 May 2026","Monitor",2,1388.69,""," Refunded"
1231,"2025-07-01","Desk",6,323.46,"0","Cancelled"
9693,"2025/06/23","Desk",1,568.04,"10%","Pending"
1150,"31-01-2024","Webcam",5,204.48,"N/A","Complete"
1237,"02 Apr 2026","Webcam",4,1285.34,"N/A","Cancelled"
1235,"2024/10/31","Router",2,1048.26,"5%","Pending"
1091,"14-Apr-2024"," Keyboard",4,817.87,"N/A","Cancelled"
1180,"30-Aug-2025"," Monitor",3,647.9,"0.15","Complete"
1230,"2024/01/17","Tablet",2,1084,"N/A","Cancelled"
1185,"31/03/2025","Monitor",5,736.76,"","Cancelled"
1057,"24-Dec-2024","Phone",5,629.67,"0","Refunded"
1238,"19 May 2026","Printer",4,1403.99,"0","Refunded"
9727,"06/02/2026","Webcam",5,1160.75,"10%","Complete"
1090,"31-Mar-2026","Chair",3,920.69,"","Pending"
1022,"02-01-2026","Chair",4,436.21,"0.15","Cancelled"
1249,"30-Aug-2024","Mouse",4,228.68,"","Refunded"
1213,"2024/07/27","Keyboard",1,185.95,"10%","Complete"
9729,"2025-06-10","Phone",1,397.65,"N/A","Pending"
1026,"24/04/2026","Webcam",1,868.11,"0.15","Complete"
1146,"30-Nov-2024","Desk",4,748.77,"20","Refunded"
9750,"07-01-2026","Keyboard",6,136.79,"","Complete"
1109,"2024/12/16","Printer",2,304.37,"10%","Complete "
9881,"2025/01/19","Router",5,731.57,"10%"," Complete"
1031,"26-02-2026","Webcam",2,596.29,"5%","Refunded"
1107,"26-Jan-2026","Webcam",5,784.25,"5%"," Cancelled"
1153,"16/04/2026","Headphones",4,1296.44,"","Cancelled"
1188,"02-11-2024","Router",5,1037.82,"20","Refunded"
1248,"2026-03-13","Phone",3,761.17,"5%","Pending"
1035,"12 Jun 2025","Phone",4,897.74,"N/A","Cancelled"
1114,"13/03/2025","Monitor",3,201.46,"20","Refunded"
9083,"15-06-2024","Tablet",3,1006.55,"N/A","Pending"
1196,"07-Jun-2024","Chair",2,193.71,"0","COMPLETE"
9041,"27 Nov 2025","Chair",4,271.52,"0","Refunded"
1005,"13-Mar-2025","Headphones",2,1491.89,"0.15"," Pending"
1044,"20-07-2025","Router",6,847.32,"20","Pending"
1006,"24/12/2025","Laptop",2,976.8,"0.15","Refunded"
1059,"N/A","Tablet",6,722.47,"N/A","Refunded"
1164,"29-Oct-2024","Headphones",2,232.09,"N/A","Pending"
1119,"28 Jul 2024","Keyboard",2,786.95,"","Pending"
1003,"2024-10-30","Laptop",3,826.28,"0","Pending"
9620,"08 May 2026","Phone",3,560.7,"20","Complete"
1197,"2024-09-05","Phone",1,1191.91,"0.15","Refunded"
1030,"07-Jan-2025","Unknown",6,334.66,"5%","Cancelled"
1100,"06-Jun-2025","Headphones",4,589.47,"N/A","Pending"
1094,"05 Mar 2024","Phone",3,204.36,""," Complete"
1025,"05-04-2025","Desk",4,1338.29,"","Pending"
1200,"21 Nov 2025","Printer",4,1208.76,"N/A","Complete"
1168,"21/09/2024","Desk",4,1001.89,"5%","Complete"
1213,"2024/10/12","Monitor",6,522.31,"5%","Pending"
1108,"07/08/2025","Desk",3,831.22,"5%","Complete"
1043,"12 Oct 2025"," Phone",2,823.26,"5%","Complete"
1018,"23-06-2024","Keyboard",4,81.69,"N/A","Complete"
1145,"10-04-2026","Desk",5,479.91,"5%","Pending"
1143,"25-Oct-2024","Headphones",3,424.86,"0","Complete"
1079,"07-Jun-2026","Tablet",1,1498.81,"N/A","Pending"
1063,"2024/12/14","Tablet",2,1003.49,"20","Cancelled"
1177,"2026-02-26","Headphones",4,940.73,"0","Cancelled"
1201,"25-11-2024","Monitor",2,916.12,"0","Refunded"
1203,"2025/10/30","Router",6,1384.68,"","Cancelled"
1125,"2025/02/10"," Webcam",2,28.27,"","Cancelled"
9392,"Unknown","Mouse",5,89.31,"0.15","CANCELLED"
1230,"2025/07/15","Laptop",5,930.69,"20","Cancelled "
1100,"2026/03/10","Headphones",2,1405.24,"0.15","PENDING"
1049,"01-May-2025","Monitor",4,305.59,"0.15","Complete"
1161,"08 Feb 2026","Webcam",5,808.75,"20","Pending"
1246,"28/09/2025","Monitor",1,493.67,"20","Cancelled"
1246,"07-02-2024","Webcam",5,611.45,"10%","Complete"
1217,"30-Sep-2024","Keyboard",4,1046.07,"N/A","complete"
1045,"11-05-2025","Laptop",2,1388.37,"20","Cancelled"
1179,"29-Oct-2025","Router",3,972.69,"N/A","Complete"
1233,"2024/10/21","Tablet",2,1249.64,"","Complete"
1132,"17/05/2024","Phone",4,439.68,"20","Pending "
1111,"2024/07/19","Mouse",3,580.5,"N/A","Cancelled"
1083,"31 Jan 2025","Desk",6,572.39,"0","cancelled"
1128,"Unknown","Phone",3,25.76,"0","Complete"
1103,"10-Dec-2024","tablet",1,13.36,"20","Cancelled"
1106,"Unknown","Tablet",3,1008.33,"10%","Refunded"
1073,"2025/10/17","Chair",6,152.56,"20","Cancelled"
1082,"16/05/2026","Mouse",1,848.5,"20","Cancelled"
1085,"10-08-2024","Printer",5,1438.79,"10%","Pending"
1231,"2026/05/21","Desk",5,363.79,"20","refunded"
1099,"2024/12/09","Printer",2,1123.36,"5%","Complete"
1030,"06/07/2024","Printer",2,39.95,"5%"," Pending"
1162,"15/06/2024","Monitor",5,1124.67,"N/A","complete"
1058,"2024/12/09","Monitor",3,750.95,"0.15","Refunded"
1023,"2024-08-27","Phone",3,1469.73,"20","Cancelled"
9417,"2024/01/20","Tablet",3,400.88,"5%","Pending"
1138,"14-May-2026","Monitor",4,113.44,"20","Refunded"
1151,"03/12/2024","Tablet",4,1175.86,"0","pending"
1088,"07/11/2025","Printer",2,554.62,"0.15","Complete"
1250,"16-09-2024","Keyboard",6,1335.03,"5%","Pending"
1246,"07/02/2026","Webcam",2,211.51,"10%","Refunded"
1099,"29 Mar 2026","Chair ",2,1392.32,"20","Cancelled"
1160,"22/03/2026","Phone",4,1298.95,"10%"," Pending"
1067,"2024/03/10","Monitor",2,137.67,"","Complete"
1039,"31 Mar 2026","Chair",2,120.13,"0","Cancelled"
1167,"29-Feb-2024","Webcam",4,1245.98,"10%"," Refunded"
1098,"13/07/2024","Router",1,766.82,"0","Complete"
1187,"2024/12/19","Laptop",2,479.41,"5%","Complete"
1074,"23-Sep-2024","Chair",2,435.97,"","Pending "
1078,"05/05/2026","Headphones",4,382.13,"0","Refunded"
1246,"2024-06-28","DESK",3,335.99,"5%","Refunded"
9548,"2024/02/11","Mouse",2,660.89,"","CANCELLED"
1127,"12-May-2024","Tablet",5,831.88,"20","Cancelled"
1080,"2025-02-19","Headphones",1,673.89,"20","Cancelled"
1062,"06 Jun 2025","mouse",1,1104.43,"","Pending"
1087,"22/12/2025","Router",1,1166.23,"0","Cancelled"
1094,"18/02/2026","Tablet",1,73.96,"5%","Pending"
1213,"2026/06/07","Monitor",1,310.47,"20","Cancelled "
1132,"11-Apr-2025","Printer",1,190.97,"10%","Complete"
9083,"22/11/2024","Keyboard",4,677.37,"5%","Refunded"
1112,"02 Apr 2026","Keyboard",2,1325.66,"10%","Complete"
1201,"23/04/2026","Router",1,1182.42,"10%","Pending"
1015,"01/01/2024","Laptop",6,1421.82,"5%","Pending"
1078,"03-12-2025","Headphones",4,275.29,"0","Refunded"
1087,"03/08/2024","Monitor",4,82.2,"10%","refunded"
1035,"30 Apr 2025","Mouse",4,591.05,"0","Complete"
1101,"2025/01/24","Monitor",1,681.13,"5%","Refunded"
9901,"2026/05/16","Headphones",1,1381.76,"20","Refunded"
1198,"2025-09-06","Router",2,702.74,"10%"," Pending"
1056,"2025-09-13"," Tablet",3,682.97,"N/A","Pending"
1121,"06 Feb 2026","Desk",5,431.6,"0","Refunded"
1221,"2026-06-17","Chair",5,501.06,"5%","Pending"
1250,"22 Jun 2025","Router",3,1215.78,"","Pending"
1161,"22-Jul-2024","Desk ",3,817.73,"20","Pending"
1186,"11/12/2025","Laptop",6,1399.12,"N/A","pending"
1223,"23 Nov 2024","Router",6,940.92,"0","Cancelled"
1108,"18/02/2025","Keyboard",1,1077.83,"","Complete"
1145,"2025-07-04","Webcam",3,1324.3,"5%","Pending"
1092,"23-02-2025","Phone",6,703.35,"","Pending"
1114,"2024-09-16","Phone",6,106.02,"0.15","Pending "
1183,"18/04/2025","Headphones",2,665.81,"10%","Cancelled"
1230,"2024/08/20","Chair",5,1430.22,"20","Cancelled"
1090,"2024-05-29","Tablet",1,853.11,"10%","Pending"
1073,"23 Sep 2025","Laptop",2,295.79,"0","Pending"
1086,"2024/01/17","Desk",6,414,"N/A","Pending"
1228,"19 Jul 2025","Monitor",1,1370.68,"10%","Pending"
1185,"2026/04/23","Webcam",1,1242.01,"5%","Refunded"
1172,"04 Dec 2025","NULL",2,818.02,"0.15","Refunded "
1200,"19/07/2025","Router",3,733.94,"N/A","Complete"
1066,"12-Mar-2026","Headphones",5,229.63,"","Pending"
1159,"16-Jan-2026","Laptop",1,255.67,"20","REFUNDED"
1020,"23 Apr 2024","Mouse ",3,115.31,"5%","Pending"
1099,"11/06/2026","Keyboard",3,283.04,"N/A","Cancelled"
1098,"06-Apr-2026","Tablet",2,113.49,"5%","Pending"
1221,".","Webcam",4,1354.5,"5%","Complete"
9456,"23/02/2026","Printer",3,1074.66,"0.15","Pending"
1130,"30/12/2025","NULL",2,147.48,"0.15","Pending"
1190,"12-01-2026","Chair",3,271.1,"0.15","refunded"
1001,"01 Jun 2024","Monitor",5,738.34,"N/A","CANCELLED"
1167,"2025/03/02","Desk",6,840.71,"","Refunded"
1109,"2024/11/01","Desk",2,1277.49,"0","Complete"
1029,"16-Dec-2025","Monitor",2,547.9,"0","Cancelled"
9218,"01-Jun-2025","Router",6,624.04,"0.15","Cancelled"
1196,"29-Mar-2025","Phone",2,423.12,"10%","Cancelled"
1014,"2025/12/30","Desk",1,770.23,"20","Cancelled"
9417,"2024/04/13","Mouse",2,1282.54,"10%","Complete"
1127,"2026-02-14","Router",6,290.99,"N/A","Pending "
1080,"14-04-2025","Tablet",6,903.42,"5%","Pending"
1071,"06 Dec 2024","Monitor",6,1091.84,"N/A","Complete"
1207,"2025/06/14","Headphones",3,48.93,"0.15","refunded"
1115,"07/03/2026","Mouse",3,368.19,"5%","Refunded "
1143,"14-03-2025","Headphones",3,63.43,"20","Cancelled"
1116,"21 Mar 2024","Monitor",6,300.24,"5%","Cancelled"
1106,"2026-05-29"," Router",3,825.41,"N/A","REFUNDED"
1003,"NULL","Keyboard",2,1314.04,"0","Pending"
1203,"23-Jan-2025","Router",4,890.56,"0.15","Cancelled"
1070,"03/04/2024","Monitor ",1,25.36,"N/A","Complete"
1228,"2025/10/08","Tablet",6,1078.93,"N/A","Cancelled"
1213,"06 Jun 2026","Chair",1,1123.09,"5%","Refunded"
1236,"2025-10-29","Mouse",5,873.05,"0","Pending"
1102,"01-May-2024","Phone",5,436.62,"10%","Complete"
1213,"29/06/2024","Headphones",2,517.56,"N/A","Pending"
1190,".","Chair",6,1340.44,"20","Cancelled"
1203,"06-Apr-2026","Webcam",2,917.9,"","Cancelled"
1119,"03/01/2025","Phone",5,542.15,"0","Refunded"
1170,"N/A","Keyboard",2,939.71,"5%","Complete"
1208,"02 Mar 2026","Phone",4,42.06,"5%","Refunded"
1187,"Unknown","Mouse",1,1309.48,"","Pending"
1007,"2024/09/21","Unknown",2,15.01,"10%","Cancelled"
1218,"2025/11/10","Keyboard",6,299.81,"0.15","Complete"
1130,"12/01/2025","Router",5,409.58,"N/A","Pending"
1164,"16-03-2025","Keyboard",1,405.91,"0","Refunded"
1176,"05 May 2025","Tablet",3,1401.84,"0","pending"
1074,"10-Jun-2025","Mouse",6,734.73,"0.15","Cancelled"
1190,"18 Apr 2025","Monitor",5,290.42,"10%","Cancelled"
1225,"2025/05/03","Mouse",5,80.85,"0","Pending"
9082,"06 Apr 2024","Chair",5,1043.24,"N/A","Pending"
9271,"27-Jun-2025","Monitor",5,1395.92,"0","Pending"
1205,".","Monitor",5,1119.09,"","cancelled"
1222,"2025-11-25","Chair",2,1471.06,"","Cancelled"
1138,"06-Apr-2024","Headphones",4,297.3,"N/A","Refunded"
1229,"19-01-2026","Desk",6,122.57,"","Cancelled"
1044,"24-01-2025","Phone",6,335.85,"0.15","Refunded"
1206,"25 Jan 2024","Laptop",2,221.02,"N/A","Refunded"
1114,"07 Aug 2024","Desk",1,1369.25,"N/A","Refunded"
1161,"2025-07-24","Headphones",3,1055.39,"N/A","Cancelled"
1046,"21-04-2024","Chair",5,253.5,"10%","Complete"
1011,"08/09/2024","Monitor",5,249.61,"N/A"," Refunded"
1210,"15-Apr-2026","Printer",1,1039.42,"N/A","Cancelled"
1017,"20-07-2025","Tablet",1,883.55,"5%","Complete"
1058,"2025/12/21","Keyboard",1,980.61,"10%","Refunded"
9607,"2024-12-31","Router",3,923.63,"","Complete"
1217,"09-Aug-2025","TABLET",6,583.87,"N/A","Refunded"
1169,"2024-12-14","Router",4,590.24,"0.15","Complete"
1224,"23-Aug-2024","mouse",6,15.9,"0.15","Complete"
1015,"18 Mar 2024",".",6,520.6,"","Pending"
1239,"11 Jun 2026","Chair",3,1031.87,"N/A","Pending"
1138,"06 Apr 2025","Printer",5,547.69,"0","Pending"
1066,"2025/05/21","Printer",6,267.98,"0","Cancelled"
1127,"20/08/2025","Phone",1,747.7,"20","Complete"
1107,"23 Mar 2024","Phone",4,560.87,"0.15","Refunded"
1132,"2024/10/03","Tablet",5,1292.44,"10%","Pending"
9941,"30/09/2024","Chair",5,379.26,"","Pending"
1168,"N/A","Printer",2,1131.26,"20","Cancelled"
1129,"13 Feb 2024","Webcam",5,292.84,"5%","Cancelled"
1164,"25-Oct-2025","Keyboard",3,1336.13,"N/A","Complete"
1201,"2024-03-21","Chair",4,771.83,"N/A","Cancelled"
1155,"04-10-2025"," Keyboard",6,806.5,"N/A","Refunded"
1123,".","Printer",3,302.12,"10%","Complete"
1227,"21-03-2026","Phone",5,177.94,"0.15","Complete"
9868,"Unknown","Headphones",1,978.78,"5%","Cancelled"
1202,"","Monitor",2,1361.4,"5%","Cancelled "
9385,"2025/02/19","Printer",6,1084.51,"10%","Cancelled"
9463,"2026/02/14","Printer",1,876.33,"N/A","Complete"
1010,"2026-06-16","Monitor",4,1171.78,"0.15","CANCELLED"
1208,"01-01-2024","Webcam",1,276.26,"0.15","Complete"
1177,"04-Apr-2026","Monitor",2,910.39,"0.15","Refunded"
1165,"2026-01-18","Mouse",5,1496.75,"5%","Pending"
1133,"2024-03-26","Headphones",4,688.06,"0","Cancelled"
1166,"26-08-2024","Tablet",4,731.41,"10%","Pending"
1238,"29 May 2024",".",5,125.35,"","Refunded"
1102,"26-Oct-2025","Router",6,319.31,"5%","Pending"
1121,"2025-06-13","Laptop",6,766.74,"10%","Pending"
1022,"29-04-2025","Desk",5,49.15,"0","Complete"
